Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Model Data,,,,
"Skybeam, Inc.",UTAH,16746.3308,Fixed wireless,50,5,250,54.95,6.4,6.43,67.78,0,Yes,,,,
"Skybeam, Inc.",UTAH,16746.3308,Fixed wireless,25,4,Inf,54.975,6.4,6.43,67.805,0.05,Yes,,,,
InfoWest Inc,UTAH,16746.3308,Fixed wireless,50,7.5,400,69.95,0,0,69.95,0,Yes,,,,
"Skybeam, Inc.",UTAH,16746.3308,Fixed wireless,5,1,Inf,47.475,5.73,6.43,59.635,5.39,Yes,,,,
"Skybeam, Inc.",UTAH,8373.165402,Fixed wireless,15,3,Inf,47.475,5.73,6.43,59.635,5.39,Yes,,,,
"Skybeam, Inc.",UTAH,16746.3308,Fixed wireless,25,4,250,44.95,5.5,6.43,56.88,0,Yes,,,,
"Skybeam, Inc.",UTAH,16746.3308,Fixed wireless,25,4,Inf,54.975,6.4,6.43,67.805,0.05,Yes,,,,
"Skybeam, Inc.",UTAH,8373.165402,Fixed wireless,5,1,250,39.95,5.05,6.43,51.43,0,Yes,,,,
"Skybeam, Inc.",UTAH,8373.165402,Fixed wireless,5,1,Inf,47.475,5.73,6.43,59.635,5.39,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",UTAH,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",UTAH,177976.7207,Cable,200,5,1229,55,0,0,55,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",UTAH,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",UTAH,355953.4414,Cable,300,10,1229,80,0,0,80,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",UTAH,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
"Skybeam, Inc.",UTAH,16746.3308,Fixed wireless,50,5,Inf,69.975,7.74,6.43,84.145,10.95,Yes,,,,
"Skybeam, Inc.",UTAH,16746.3308,Fixed wireless,100,15,Inf,95,9.98,6.43,111.41,0,Yes,,,,
"Skybeam, Inc.",UTAH,8373.165402,Fixed wireless,15,3,250,39.95,5.05,6.43,51.43,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",UTAH,355953.4414,Cable,200,5,1229,70,0,0,70,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",UTAH,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",UTAH,355953.4414,Cable,300,10,1229,80,0,0,80,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",UTAH,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",UTAH,177976.7207,Cable,100,5,1229,55,0,0,55,0,Yes,,,,
TDS BROADBAND SERVICE LLC,UTAH,37225.96348,Cable,600,20,Inf,104,0,0,104,0,Yes,,,,
TDS BROADBAND SERVICE LLC,UTAH,37225.96348,FTTH,600,400,Inf,104,0,0,104,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",UTAH,355953.4414,Cable,100,5,1229,55,0,0,55,0,Yes,,,,
"Skybeam, Inc.",UTAH,16746.3308,Fixed wireless,5,1,250,39.95,5.05,6.43,51.43,0,Yes,,,,
Veracity Networks,UTAH,148903.8539,FTTH,5,5,Inf,75,0,0,75,0,Yes,,,,
BTC-UT CLEC,UTAH,83097.29914,FTTH,250,250,Inf,34.95,0,0,34.95,0,Yes,,,,
TDS BROADBAND SERVICE LLC,UTAH,37225.96348,FTTH,1000,400,Inf,104,0,0,104,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",UTAH,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
TDS BROADBAND SERVICE LLC,UTAH,74451.92697,FTTH,300,300,Inf,84,0,0,84,0,Yes,,,,
TDS BROADBAND SERVICE LLC,UTAH,74451.92697,Cable,100,5,Inf,64,0,0,64,0,Yes,,,,
TDS BROADBAND SERVICE LLC,UTAH,37225.96348,Cable,1000,20,Inf,104,0,0,104,0,Yes,,,,
TDS BROADBAND SERVICE LLC,UTAH,74451.92697,Cable,300,10,Inf,84,0,0,84,0,Yes,,,,
TDS BROADBAND SERVICE LLC,UTAH,74451.92697,FTTH,100,100,Inf,64,0,0,64,0,Yes,,,,
BTC-UT CLEC,UTAH,83097.29914,FTTH,1000,1000,Inf,49.95,0,0,49.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VERMONT,355953.4414,Cable,100,5,Inf,77.95,0,0,77.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VERMONT,355953.4414,Cable,1000,35,Inf,107.95,0,0,107.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VERMONT,355953.4414,Cable,200,5,Inf,92.95,0,0,92.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VERMONT,355953.4414,Cable,25,3,Inf,49.95,0,0,49.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VERMONT,355953.4414,Cable,300,10,Inf,97.95,0,0,97.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VERMONT,355953.4414,Cable,600,15,Inf,102.95,0,0,102.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,355953.4414,Cable,200,5,Inf,92.95,0,0,92.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,355953.4414,Cable,600,15,Inf,102.95,0,0,102.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,355953.4414,Cable,200,5,Inf,92.95,0,0,92.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,355953.4414,Cable,100,5,Inf,77.95,0,0,77.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,355953.4414,Cable,300,10,Inf,97.95,0,0,97.95,0,Yes,,,,
Shenandoah Telecommunications Company,VIRGINIA,148903.8539,Cable,50,10,Inf,95,0,0,95,0,Yes,,,,
Verizon Virginia LLC,VIRGINIA,3050313.2,DSL,400,400,Inf,59.99,0,0,59.99,0,Yes,,,,
Shenandoah Telecommunications Company,VIRGINIA,148903.8539,Cable,300,10,Inf,140,0,0,140,0,Yes,,,,
Shenandoah Telecommunications Company,VIRGINIA,148903.8539,Cable,50,10,500,65,0,0,65,0,Yes,,,,
Shenandoah Telecommunications Company,VIRGINIA,148903.8539,Cable,1000,10,Inf,230,0,0,230,0,Yes,,,,
Verizon Virginia LLC,VIRGINIA,3050313.2,FTTH,200,200,Inf,39.99,0,0,39.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,355953.4414,Cable,25,3,Inf,49.95,0,0,49.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,355953.4414,Cable,100,5,Inf,77.95,0,0,77.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,355953.4414,Cable,200,5,Inf,92.95,0,0,92.95,0,Yes,,,,
Shenandoah Telecommunications Company,VIRGINIA,74451.92697,Cable,300,10,1500,110,0,0,110,0,Yes,,,,
Verizon Virginia LLC,VIRGINIA,3050313.2,FTTH,940,880,Inf,79.99,0,0,79.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,355953.4414,Cable,1000,35,Inf,107.95,0,0,107.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,355953.4414,Cable,25,3,Inf,49.95,0,0,49.95,0,Yes,,,,
Shenandoah Telecommunications Company,VIRGINIA,148903.8539,Cable,1000,10,3000,200,0,0,200,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,355953.4414,Cable,300,10,Inf,97.95,0,0,97.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,355953.4414,Cable,1000,35,Inf,107.95,0,0,107.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,355953.4414,Cable,100,5,Inf,77.95,0,0,77.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,355953.4414,Cable,1000,35,Inf,107.95,0,0,107.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,355953.4414,Cable,25,3,Inf,49.95,0,0,49.95,0,Yes,,,,
Shenandoah Telecommunications Company,VIRGINIA,148903.8539,Cable,150,10,1000,80,0,0,80,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,355953.4414,Cable,600,15,Inf,102.95,0,0,102.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,355953.4414,Cable,600,15,Inf,102.95,0,0,102.95,0,Yes,,,,
Shenandoah Telecommunications Company,VIRGINIA,74451.92697,Cable,150,10,Inf,110,0,0,110,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,355953.4414,Cable,300,10,Inf,97.95,0,0,97.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,300,10,1229,80,0,0,80,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,100,5,1229,55,0,0,55,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,100,5,1229,55,0,0,55,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,300,10,1229,80,0,0,80,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,200,5,1229,70,0,0,70,0,Yes,,,,
"WaveDivision Holdings, LLC",WASHINGTON,148903.8539,Cable,100,5,400,69.95,0,5.77,75.72,0,Yes,,,,
"CenturyLink, Inc.",WASHINGTON,1861924.8,FTTH,940,940,Inf,85,0,0,85,0,Yes,,,,
"WaveDivision Holdings, LLC",WASHINGTON,60480.5353,Cable,250,10,500,79.95,0,5.97,85.92,0,Yes,,,,
PocketiNet Communications Inc.,WASHINGTON,16746.3308,Fixed wireless,5,2,Inf,69.9,0,0,69.9,0,Yes,,,,
PocketiNet Communications Inc.,WASHINGTON,60480.5353,Fixed wireless,10,3.3,Inf,99.9,0,0,99.9,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,100,5,1229,55,0,0,55,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,200,5,1229,70,0,0,70,0,Yes,,,,
PocketiNet Communications Inc.,WASHINGTON,60480.5353,Fixed wireless,3,1,Inf,49.9,0,0,49.9,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,200,5,1229,70,0,0,70,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
"CenturyLink, Inc.",WASHINGTON,1042384.2,DSL,100,20,1000,65,0,0,65,0,Yes,,,,
PocketiNet Communications Inc.,WASHINGTON,16746.3308,Fixed wireless,10,3.3,Inf,99.9,0,0,99.9,0,Yes,,,,
"WaveDivision Holdings, LLC",WASHINGTON,148903.8539,Cable,940,10,Inf,99.95,0,6.37,106.32,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
"WaveDivision Holdings, LLC",WASHINGTON,60480.5353,Cable,100,5,400,69.95,0,5.77,75.72,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,300,10,1229,80,0,0,80,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
PocketiNet Communications Inc.,WASHINGTON,60480.5353,Fixed wireless,5,2,Inf,69.9,0,0,69.9,0,Yes,,,,
"WaveDivision Holdings, LLC",WASHINGTON,60480.5353,Cable,940,10,Inf,99.95,0,6.37,106.32,0,Yes,,,,
PocketiNet Communications Inc.,WASHINGTON,16746.3308,Fixed wireless,3,1,Inf,49.9,0,0,49.9,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,200,5,1229,70,0,0,70,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,300,10,1229,80,0,0,80,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,100,5,1229,55,0,0,55,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,200,5,1229,70,0,0,70,0,Yes,,,,
"WaveDivision Holdings, LLC",WASHINGTON,148903.8539,Cable,250,10,500,79.95,0,5.97,85.92,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,300,10,1229,80,0,0,80,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,355953.4414,Cable,100,5,1229,55,0,0,55,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WEST VIRGINIA,355953.4414,Cable,100,5,Inf,77.95,0,0,77.95,0,Yes,,,,
Suddenlink Communications,WEST VIRGINIA,60480.5353,Cable,400,40,Inf,119.99,0,3.5,123.49,0,Yes,,,,
Suddenlink Communications,WEST VIRGINIA,60480.5353,Cable,20,2,150,59.99,0,3.5,63.49,0,Yes,,,,
Frontier Communications Corporation,WEST VIRGINIA,72230.69174,DSL,90,5,Inf,44.99,0,0,44.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WEST VIRGINIA,355953.4414,Cable,600,15,Inf,102.95,0,0,102.95,0,Yes,,,,
Frontier Communications Corporation,WEST VIRGINIA,72230.69174,DSL,115,7,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,WEST VIRGINIA,72230.69174,DSL,12,1,Inf,34.99,0,0,34.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WEST VIRGINIA,355953.4414,Cable,25,3,Inf,49.95,0,0,49.95,0,Yes,,,,
Suddenlink Communications,WEST VIRGINIA,60480.5353,Cable,940,50,Inf,139.99,0,3.5,143.49,0,Yes,,,,
Frontier Communications Corporation,WEST VIRGINIA,72230.69174,DSL,18,1,Inf,34.99,0,0,34.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WEST VIRGINIA,355953.4414,Cable,200,5,Inf,92.95,0,0,92.95,0,Yes,,,,
Suddenlink Communications,WEST VIRGINIA,60480.5353,Cable,200,20,350,99.99,0,3.5,103.49,0,Yes,,,,
Frontier Communications Corporation,WEST VIRGINIA,72230.69174,DSL,70,3,Inf,44.99,0,0,44.99,0,Yes,,,,
Suddenlink Communications,WEST VIRGINIA,60480.5353,Cable,30,3,Inf,14.99,0,0,14.99,0,Yes,,,,
Frontier Communications Corporation,WEST VIRGINIA,144461.3835,DSL,6,0.5,Inf,27.99,0,0,27.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WEST VIRGINIA,355953.4414,Cable,300,10,Inf,97.95,0,0,97.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",WEST VIRGINIA,355953.4414,Cable,1000,35,Inf,107.95,0,0,107.95,0,Yes,,,,
Suddenlink Communications,WEST VIRGINIA,148903.8539,Cable,400,40,Inf,119.99,0,3.5,123.49,0,Yes,,,,
Suddenlink Communications,WEST VIRGINIA,148903.8539,Cable,30,3,Inf,14.99,0,0,14.99,0,Yes,,,,
Suddenlink Communications,WEST VIRGINIA,148903.8539,Cable,200,20,350,99.99,0,3.5,103.49,0,Yes,,,,
Suddenlink Communications,WEST VIRGINIA,60480.5353,Cable,100,7.5,250,89.99,0,3.5,93.49,0,Yes,,,,
Frontier Communications Corporation,WEST VIRGINIA,72230.69174,DSL,9,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,WEST VIRGINIA,72230.69174,DSL,45,3,Inf,44.99,0,0,44.99,0,Yes,,,,
Suddenlink Communications,WEST VIRGINIA,148903.8539,Cable,940,50,Inf,139.99,0,3.5,143.49,0,Yes,,,,
Suddenlink Communications,WEST VIRGINIA,148903.8539,Cable,100,7.5,250,89.99,0,3.5,93.49,0,Yes,,,,
Frontier Communications Corporation,WEST VIRGINIA,144461.3835,DSL,3,0.375,Inf,27.99,0,0,27.99,0,Yes,,,,
Suddenlink Communications,WEST VIRGINIA,148903.8539,Cable,20,2,150,59.99,0,3.5,63.49,0,Yes,,,,
Frontier Communications Corporation,WEST VIRGINIA,72230.69174,DSL,25,2,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,WISCONSIN,96307.58898,DSL,12,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,WISCONSIN,96307.58898,DSL,6,0.5,Inf,27.99,0,0,27.99,0,Yes,,,,
Frontier Communications Corporation,WISCONSIN,72230.69174,DSL,90,5,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,WISCONSIN,72230.69174,DSL,70,3,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,WISCONSIN,96307.58898,DSL,3,0.375,Inf,27.99,0,0,27.99,0,Yes,,,,
Frontier Communications Corporation,WISCONSIN,96307.58898,DSL,9,1,Inf,27.99,0,0,27.99,0,Yes,,,,
"Wisconsin Bell, Inc.",WISCONSIN,1092416.7,DSL,6,0.512,150,61,0,0,61,0,Yes,,,,
"Northwest Community Communications, Inc.",WISCONSIN,148903.8539,Cable,100,10,Inf,119.95,0,0,119.95,0,Yes,,,,
Frontier Communications Corporation,WISCONSIN,96307.58898,DSL,18,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Wireless Broadband,WISCONSIN,16746.3308,Fixed wireless,10,5,Inf,31.64,0,0,31.64,0,Yes,,,,
Wireless Broadband,WISCONSIN,8373.165402,Fixed wireless,50,15,Inf,52.74,0,0,52.74,0,Yes,,,,
"Northwest Community Communications, Inc.",WISCONSIN,148903.8539,Cable,75,5,Inf,99.95,0,0,99.95,0,Yes,,,,
Wireless Broadband,WISCONSIN,16746.3308,Fixed wireless,20,20,Inf,105.5,0,0,105.5,0,Yes,,,,
"Wisconsin Bell, Inc.",WISCONSIN,136552.0875,DSL,75,20,1000,69.99,0,0,69.99,0,Yes,,,,
Frontier Communications Corporation,WISCONSIN,72230.69174,DSL,115,7,Inf,44.99,0,0,44.99,0,Yes,,,,
"Wisconsin Bell, Inc.",WISCONSIN,136552.0875,DSL,50,10,1000,69.99,0,0,69.99,0,Yes,,,,
Wireless Broadband,WISCONSIN,8373.165402,Fixed wireless,5,5,Inf,52.74,0,0,52.74,0,Yes,,,,
"Northwest Community Communications, Inc.",WISCONSIN,148903.8539,Cable,25,3,Inf,59.95,0,0,59.95,0,Yes,,,,
"Northwest Community Communications, Inc.",WISCONSIN,148903.8539,Cable,50,5,Inf,79.95,0,0,79.95,0,Yes,,,,
Wireless Broadband,WISCONSIN,16746.3308,Fixed wireless,40,6.5,Inf,158.24,0,0,158.24,0,Yes,,,,
"Wisconsin Bell, Inc.",WISCONSIN,136552.0875,DSL,10,1,1000,69.99,0,0,69.99,0,Yes,,,,
Frontier Communications Corporation,WISCONSIN,72230.69174,DSL,45,3,Inf,44.99,0,0,44.99,0,Yes,,,,
"Wisconsin Bell, Inc.",WISCONSIN,68276.04375,DSL,5,1,1000,69.99,0,0,69.99,0,Yes,,,,
"Wisconsin Bell, Inc.",WISCONSIN,136552.0875,DSL,25,5,1000,69.99,0,0,69.99,0,Yes,,,,
"Wisconsin Bell, Inc.",WISCONSIN,136552.0875,DSL,100,20,1000,69.99,0,0,69.99,0,Yes,,,,
"Wisconsin Bell, Inc.",WISCONSIN,136552.0875,DSL,18,0.768,1000,69.99,0,0,69.99,0,Yes,,,,
Wireless Broadband,WISCONSIN,16746.3308,Fixed wireless,25,5,Inf,105.49,0,0,105.49,0,Yes,,,,
Wireless Broadband,WISCONSIN,16746.3308,Fixed wireless,30,15,Inf,42.19,0,0,42.19,0,Yes,,,,
Wireless Broadband,WISCONSIN,16746.3308,Fixed wireless,50,10,Inf,137.14,0,0,137.14,0,Yes,,,,
"Wisconsin Bell, Inc.",WISCONSIN,68276.04375,DSL,5,1,1000,69.99,0,0,69.99,0,Yes,,,,
Frontier Communications Corporation,WISCONSIN,96307.58898,DSL,25,2,Inf,34.99,0,0,34.99,0,Yes,,,,
allure tech,WYOMING,16746.3308,Fixed wireless,30,1.8,Inf,120,0,0,120,0,Yes,,,,
allure tech,WYOMING,16746.3308,Fixed wireless,20,1.5,Inf,84,0,0,84,0,Yes,,,,
allure tech,WYOMING,16746.3308,Fixed wireless,10,1.2,Inf,42,0,0,42,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,10,1,Inf,99,0,0,99,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,10,1,Inf,99,0,0,99,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,10,1,Inf,99,0,0,99,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,30,3,Inf,139,0,0,139,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,16,1,Inf,119,0,0,119,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,3,0.5,Inf,35.99,0,0,35.99,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,20,3,Inf,129,0,0,129,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,50,4,Inf,149,0,0,149,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,16,1,Inf,119,0,0,119,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,8,1,Inf,95,0,0,95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,10,1,Inf,99,0,0,99,0,Yes,,,,
WORLDNET TELECOMMUNICATIONS,PUERTO RICO,83097.29914,DSL,80,4,Inf,129.95,0,0,129.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,20,3,Inf,129,0,0,129,0,Yes,,,,
"Liberty Cablevision of Puerto Rico, LLC",PUERTO RICO,83097.29914,Cable,200,20,Inf,78.99,0,0,78.99,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,5,0.5,Inf,59.95,0,0,59.95,0,Yes,,,,
"Liberty Cablevision of Puerto Rico, LLC",PUERTO RICO,83097.29914,Cable,20,2,Inf,41.99,0,0,41.99,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,4,0.5,Inf,39.95,0,0,39.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,50,4,Inf,149,0,0,149,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,4,0.5,Inf,39.95,0,0,39.95,0,Yes,,,,
"Liberty Cablevision of Puerto Rico, LLC",PUERTO RICO,83097.29914,Cable,500,30,Inf,171.99,0,0,171.99,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,8,1,Inf,95,0,0,95,0,Yes,,,,
WORLDNET TELECOMMUNICATIONS,PUERTO RICO,41548.64957,Fixed wireless,50,50,Inf,639.95,0,0,639.95,0,Yes,,,,
"Liberty Cablevision of Puerto Rico, LLC",PUERTO RICO,83097.29914,Cable,200,20,Inf,78.99,0,0,78.99,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,50,4,Inf,149,0,0,149,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,2,0.5,Inf,24.95,0,0,24.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,8,1,Inf,95,0,0,95,0,Yes,,,,
WORLDNET TELECOMMUNICATIONS,PUERTO RICO,41548.64957,DSL,10,2,Inf,69.95,0,0,69.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,4,0.5,Inf,39.95,0,0,39.95,0,Yes,,,,
"Critical Hub Networks, Inc.",PUERTO RICO,148903.8539,FTTH,30,4,Inf,34.99,0,0,34.99,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,20,3,Inf,129,0,0,129,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,5,0.5,Inf,59.95,0,0,59.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,5,0.5,Inf,59.95,0,0,59.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,5,0.5,Inf,59.95,0,0,59.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,8,1,Inf,95,0,0,95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,2,0.5,Inf,24.95,0,0,24.95,0,Yes,,,,
